CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,CEOANN
20714,2012,25468710,DISNEY (WALT) CO,Robert,Robert A. Iger,Iger,A.,CEO
20714,2013,25468710,DISNEY (WALT) CO,Robert,Robert A. Iger,Iger,A.,CEO
20714,2014,25468710,DISNEY (WALT) CO,Robert,Robert A. Iger,Iger,A.,CEO
20714,2015,25468710,DISNEY (WALT) CO,Robert,Robert A. Iger,Iger,A.,CEO
20714,2016,25468710,DISNEY (WALT) CO,Robert,Robert A. Iger,Iger,A.,CEO
20714,2017,25468710,DISNEY (WALT) CO,Robert,Robert A. Iger,Iger,A.,CEO
35959,2007,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2008,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2009,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2010,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2011,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2012,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2013,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2014,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2015,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2016,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
35959,2017,25470910,DISCOVER FINANCIAL SVCS,David,David W. Nelms,Nelms,W.,CEO
39943,2008,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2009,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2010,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2011,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2012,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2013,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2014,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2015,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2016,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39943,2017,25470F10,DISCOVERY INC,David,David M. Zaslav,Zaslav,M.,CEO
39950,2007,25470F10,DISCOVERY INC,John,John C. Malone,Malone,C.,CEO
18935,1999,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2000,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2001,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2002,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2003,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2004,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2005,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2006,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2007,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2008,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2009,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2010,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2015,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
18935,2016,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,W.,CEO
45595,2011,25470M10,DISH NETWORK CORP,Joseph,"Joseph P. Clayton, CPA","Clayton, CPA",P.,CEO
45595,2012,25470M10,DISH NETWORK CORP,Joseph,"Joseph P. Clayton, CPA","Clayton, CPA",P.,CEO
45595,2013,25470M10,DISH NETWORK CORP,Joseph,"Joseph P. Clayton, CPA","Clayton, CPA",P.,CEO
45595,2014,25470M10,DISH NETWORK CORP,Joseph,"Joseph P. Clayton, CPA","Clayton, CPA",P.,CEO
54381,2017,25470M10,DISH NETWORK CORP,W.,W. Erik Carlson,Carlson,Erik,CEO
29409,2004,25490A30,DIRECTV,Charles,Charles Carey,Carey,,CEO
29409,2005,25490A30,DIRECTV,Charles,Charles Carey,Carey,,CEO
29409,2006,25490A30,DIRECTV,Charles,Charles Carey,Carey,,CEO
29409,2007,25490A30,DIRECTV,Charles,Charles Carey,Carey,,CEO
29409,2008,25490A30,DIRECTV,Charles,Charles Carey,Carey,,CEO
29413,2009,25490A30,DIRECTV,Larry,Larry D. Hunter,Hunter,D.,CEO
29413,2010,25490A30,DIRECTV,Larry,Larry D. Hunter,Hunter,D.,CEO
43422,2011,25490A30,DIRECTV,Michael,Michael D. White,White,D.,CEO
43422,2012,25490A30,DIRECTV,Michael,Michael D. White,White,D.,CEO
43422,2013,25490A30,DIRECTV,Michael,Michael D. White,White,D.,CEO
43422,2014,25490A30,DIRECTV,Michael,Michael D. White,White,D.,CEO
29657,2004,25500T10,DITECH NETWORKS INC,Timothy,Timothy K. Montgomery,Montgomery,K.,CEO
29657,2005,25500T10,DITECH NETWORKS INC,Timothy,Timothy K. Montgomery,Montgomery,K.,CEO
29657,2006,25500T10,DITECH NETWORKS INC,Timothy,Timothy K. Montgomery,Montgomery,K.,CEO
35656,2007,25500T10,DITECH NETWORKS INC,Todd,Todd G. Simpson,Simpson,G.,CEO
35656,2008,25500T10,DITECH NETWORKS INC,Todd,Todd G. Simpson,Simpson,G.,CEO
35656,2009,25500T10,DITECH NETWORKS INC,Todd,Todd G. Simpson,Simpson,G.,CEO
35656,2010,25500T10,DITECH NETWORKS INC,Todd,Todd G. Simpson,Simpson,G.,CEO
44548,2011,25500T10,DITECH NETWORKS INC,Kenneth,Kenneth Dale Naumann,Naumann,Dale,CEO
5887,1993,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,1994,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,1995,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,1996,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,1997,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,1998,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,1999,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2000,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2001,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2002,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2003,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2004,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2005,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2006,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2007,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2008,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2009,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2010,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2011,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2012,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2013,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2014,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2015,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2016,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
5887,2017,25551910,DIXIE GROUP INC,Daniel,Daniel K. Frierson,Frierson,K.,CEO
42668,2007,25659P40,DOLAN CO,James,James P. Dolan,Dolan,P.,CEO
42668,2008,25659P40,DOLAN CO,James,James P. Dolan,Dolan,P.,CEO
42668,2009,25659P40,DOLAN CO,James,James P. Dolan,Dolan,P.,CEO
42668,2010,25659P40,DOLAN CO,James,James P. Dolan,Dolan,P.,CEO
42668,2011,25659P40,DOLAN CO,James,James P. Dolan,Dolan,P.,CEO
42668,2012,25659P40,DOLAN CO,James,James P. Dolan,Dolan,P.,CEO
2836,1993,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,1994,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,1995,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,1996,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,1997,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,1998,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,1999,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2000,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2001,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2002,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2004,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2005,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2006,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2013,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2014,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2836,2016,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,H.,CEO
2837,2007,25660310,DOLE FOOD CO INC,David,David A. DeLorenzo,DeLorenzo,A.,CEO
2837,2008,25660310,DOLE FOOD CO INC,David,David A. DeLorenzo,DeLorenzo,A.,CEO
2837,2009,25660310,DOLE FOOD CO INC,David,David A. DeLorenzo,DeLorenzo,A.,CEO
2837,2010,25660310,DOLE FOOD CO INC,David,David A. DeLorenzo,DeLorenzo,A.,CEO
2837,2011,25660310,DOLE FOOD CO INC,David,David A. DeLorenzo,DeLorenzo,A.,CEO
2837,2012,25660310,DOLE FOOD CO INC,David,David A. DeLorenzo,DeLorenzo,A.,CEO
3046,1993,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,1994,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,1995,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,1996,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,1997,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,1998,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,1999,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,2000,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,2001,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
3046,2002,25667710,DOLLAR GENERAL CORP,Cal,"Cal Turner, Jr.","Turner, Jr.",,CEO
27516,2003,25667710,DOLLAR GENERAL CORP,David,"David A. Perdue, Jr.","Perdue, Jr.",A.,CEO
27516,2004,25667710,DOLLAR GENERAL CORP,David,"David A. Perdue, Jr.","Perdue, Jr.",A.,CEO
27516,2005,25667710,DOLLAR GENERAL CORP,David,"David A. Perdue, Jr.","Perdue, Jr.",A.,CEO
27516,2006,25667710,DOLLAR GENERAL CORP,David,"David A. Perdue, Jr.","Perdue, Jr.",A.,CEO
35400,2008,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35400,2009,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35400,2010,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35400,2011,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35400,2012,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35400,2013,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35400,2014,25667710,DOLLAR GENERAL CORP,Richard,Richard W. Dreiling,Dreiling,W.,CEO
35401,2007,25667710,DOLLAR GENERAL CORP,David,David L. Bere,Bere,L.,CEO
42236,2015,25667710,DOLLAR GENERAL CORP,Todd,Todd J. Vasos,Vasos,J.,CEO
42236,2016,25667710,DOLLAR GENERAL CORP,Todd,Todd J. Vasos,Vasos,J.,CEO
42236,2017,25667710,DOLLAR GENERAL CORP,Todd,Todd J. Vasos,Vasos,J.,CEO
15599,1997,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
15599,1998,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
15599,1999,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
15599,2000,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
15599,2001,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
15599,2002,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
15599,2003,25674610,DOLLAR TREE INC,Macon,"Macon F. Brock, Jr.","Brock, Jr.",F.,CEO
19468,2004,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2005,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2006,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2007,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2008,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2009,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2010,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2011,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2012,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2013,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2014,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2015,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2016,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
19468,2017,25674610,DOLLAR TREE INC,Bob,Bob Sasser,Sasser,,CEO
763,1992,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1993,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1994,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1995,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1996,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1997,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1998,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,1999,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,2000,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,2001,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,2002,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,2003,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,2004,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
763,2005,25746U10,DOMINION ENERGY INC,Thos.,Thos. E. Capps,Capps,E.,CEO
16156,2006,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2007,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2008,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2009,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2010,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2011,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2012,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2013,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2014,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2015,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2016,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
16156,2017,25746U10,DOMINION ENERGY INC,Thomas,"Thomas F. Farrell, II","Farrell, II",F.,CEO
47758,2007,25754A20,DOMINO'S PIZZA INC,David,David Allen Brandon,Brandon,Allen,CEO
47758,2008,25754A20,DOMINO'S PIZZA INC,David,David Allen Brandon,Brandon,Allen,CEO
47758,2009,25754A20,DOMINO'S PIZZA INC,David,David Allen Brandon,Brandon,Allen,CEO
47763,2010,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2011,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2012,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2013,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2014,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2015,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2016,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
47763,2017,25754A20,DOMINO'S PIZZA INC,J.,J. Patrick Doyle,Doyle,Patrick,CEO
44322,2009,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2010,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2011,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2012,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2013,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2014,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2015,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2016,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44322,2017,25755920,DOMTAR CORP,John,John D. Williams,Williams,D.,CEO
44324,2007,25755920,DOMTAR CORP,Raymond,"Raymond Royer, O.C., O.Q., FCPA, FCA","Royer, O.C., O.Q., F",,CEO
44324,2008,25755920,DOMTAR CORP,Raymond,"Raymond Royer, O.C., O.Q., FCPA, FCA","Royer, O.C., O.Q., F",,CEO
3051,1993,25765110,DONALDSON CO INC,William,William A. Hodder,Hodder,A.,CEO
3051,1994,25765110,DONALDSON CO INC,William,William A. Hodder,Hodder,A.,CEO
3051,1995,25765110,DONALDSON CO INC,William,William A. Hodder,Hodder,A.,CEO
3051,1996,25765110,DONALDSON CO INC,William,William A. Hodder,Hodder,A.,CEO
3052,1997,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
3052,1998,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
3052,1999,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
3052,2000,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
3052,2001,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
3052,2002,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
3052,2003,25765110,DONALDSON CO INC,William,William G. Van Dyke,Van Dyke,G.,CEO
15615,2004,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2005,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2006,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2007,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2008,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2009,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2010,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2011,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2012,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2013,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2014,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
15615,2015,25765110,DONALDSON CO INC,William,William M. Cook,Cook,M.,CEO
38272,2016,25765110,DONALDSON CO INC,Tod,Tod E. Carpenter,Carpenter,E.,CEO
38272,2017,25765110,DONALDSON CO INC,Tod,Tod E. Carpenter,Carpenter,E.,CEO
768,1992,25786720,DONNELLEY (R R) & SONS CO,John,John R. Walter,Walter,R.,CEO
768,1993,25786720,DONNELLEY (R R) & SONS CO,John,John R. Walter,Walter,R.,CEO
768,1994,25786720,DONNELLEY (R R) & SONS CO,John,John R. Walter,Walter,R.,CEO
768,1995,25786720,DONNELLEY (R R) & SONS CO,John,John R. Walter,Walter,R.,CEO
768,1996,25786720,DONNELLEY (R R) & SONS CO,John,John R. Walter,Walter,R.,CEO
13789,1997,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
13789,1998,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
13789,1999,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
13789,2000,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
13789,2001,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
13789,2002,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
13789,2003,25786720,DONNELLEY (R R) & SONS CO,William,William L. Davis,Davis,L.,CEO
29188,2004,25786720,DONNELLEY (R R) & SONS CO,Mark,Mark Alan Angelson,Angelson,Alan,CEO
29188,2005,25786720,DONNELLEY (R R) & SONS CO,Mark,Mark Alan Angelson,Angelson,Alan,CEO
29188,2006,25786720,DONNELLEY (R R) & SONS CO,Mark,Mark Alan Angelson,Angelson,Alan,CEO
29191,2007,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2008,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2009,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2010,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2011,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2012,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2013,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2014,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2015,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
29191,2016,25786720,DONNELLEY (R R) & SONS CO,Thomas,"Thomas J. Quinlan, III","Quinlan, III",J.,CEO
34234,2017,25786720,DONNELLEY (R R) & SONS CO,Daniel,Daniel Lee Knotts,Knotts,Lee,CEO
53689,2015,25787G10,DONNELLEY FINANCIAL SOLTNS,Daniel,Daniel N. Leib,Leib,N.,CEO
53689,2016,25787G10,DONNELLEY FINANCIAL SOLTNS,Daniel,Daniel N. Leib,Leib,N.,CEO
53689,2017,25787G10,DONNELLEY FINANCIAL SOLTNS,Daniel,Daniel N. Leib,Leib,N.,CEO
46829,2016,25827810,DORMAN PRODUCTS INC,Mathias,Mathias J. Barton,Barton,J.,CEO
46829,2017,25827810,DORMAN PRODUCTS INC,Mathias,Mathias J. Barton,Barton,J.,CEO
46831,2007,25827810,DORMAN PRODUCTS INC,Richard,Richard N. Berman,Berman,N.,CEO
46831,2008,25827810,DORMAN PRODUCTS INC,Richard,Richard N. Berman,Berman,N.,CEO
46831,2009,25827810,DORMAN PRODUCTS INC,Richard,Richard N. Berman,Berman,N.,CEO
46831,2010,25827810,DORMAN PRODUCTS INC,Richard,Richard N. Berman,Berman,N.,CEO
46832,2011,25827810,DORMAN PRODUCTS INC,Steven,Steven L. Berman,Berman,L.,CEO
46832,2012,25827810,DORMAN PRODUCTS INC,Steven,Steven L. Berman,Berman,L.,CEO
46832,2013,25827810,DORMAN PRODUCTS INC,Steven,Steven L. Berman,Berman,L.,CEO
46832,2014,25827810,DORMAN PRODUCTS INC,Steven,Steven L. Berman,Berman,L.,CEO
46832,2015,25827810,DORMAN PRODUCTS INC,Steven,Steven L. Berman,Berman,L.,CEO
50995,2007,25960P10,DOUGLAS EMMETT INC,Jordan,Jordan L. Kaplan,Kaplan,L.,CEO
50995,2008,25960P10,DOUGLAS EMMETT INC,Jordan,Jordan L. Kaplan,Kaplan,L.,CEO
50995,2009,25960P10,DOUGLAS EMMETT INC,Jordan,Jordan L. Kaplan,Kaplan,L.,CEO
